Contribution-ID,Permalink,Posted message,Type,Posted,share,like,comment,Readers of content during runtime,Reaction during runtime
191341015013_10157558638325014,https://www.facebook.com/berlinertafel.ev/posts/10157558638325014,"DREI, ZWEI, EINS... DANKE  Ein riesiges Dankeschön an die elf Mitarbeiter*Innen von eBay, die nicht nur fleißig sortiert, sondern auch noch Laptops und eine großzügige Spende mitgebracht haben.  Vielen Dank an das gesamte eBay-Team für die wunderbare Unterstützung!",Photo,2016-09-26 06:00:22,7.0,82.0,2.0,146,267
191341015013_10157558123950014,https://www.facebook.com/berlinertafel.ev/posts/10157558123950014:0,"ZIEL ERREICHT  Am Wochenende nahmen zehntausende Läufer*Innen am Berlin Marathon teil. Wie immer war auch die Berliner Tafel dabei, um die übrig gebliebenen Lebensmittel einzusammeln und an Bedürftige zu verteilen. In diesem Jahr konnten wir 3,6 Tonnen Äpfel und Bananen sammeln.  Danke an den Sport Club Charlottenburg (SCC) für die gespendeten Lebensmittel und allen ausdauernden Helfer*Innen!",Photo,2016-09-26 01:08:14,,10.0,0.0,38,54
191341015013_10157544314175014,https://www.facebook.com/berlinertafel.ev/posts/10157544314175014:0,"VOLLES HAUS  Heute hatten wir eine unserer bisher größten Besuchergruppen im Haus. 52 Personen durften wir heute bei uns auf dem Berliner Großmarkt begrüßen. Darunter Mitarbeiterinnen und Mitarbeiter von Tafeln aus Niedersachsen/Bremen und SPD Bundestagsabgeordnete, die sich im Gespräch mit Sabine Werth austauschten. Außerdem erhielten sie in unserem KIMBAexpress einen Einblick in unsere Kinder und Jugendarbeit. Vielen Dank für den aufregenden Besuch!",Photo,2016-09-23 07:11:00,1.0,12.0,1.0,44,80
191341015013_10157544377040014,https://www.facebook.com/berlinertafel.ev/posts/10157544377040014:0,"TONNENWEISE GEERNTET  Die Aktion ""Eins mehr!"" zum Erntedank (08. bis 23.09.2016) brachte 7,5 Tonnen Lebensmittel, die nun an Bedürftige verteilt werden. Herzlichen Dank allen Spender*Innen für ein Produkt mehr, dass sie in den Einkaufswagen gelegt haben!",Photo,2016-09-23 05:14:52,4.0,12.0,0.0,23,30
191341015013_10157539386275014,https://www.facebook.com/berlinertafel.ev/posts/10157539386275014,Wir freuen uns auf den morgigen Besuch der Kolleginnen und Kollegen der #Tafeln aus Niedersachsen/Bremen und den Fachpolitikern der SPD-Bundestagsfraktion.,Photo,2016-09-22 00:41:33,,4.0,0.0,9,9
191341015013_10157534913530014,https://www.facebook.com/berlinertafel.ev/posts/10157534913530014:0,"HEUTE IST WELTFRIEDENSTAG   Ein friedliches Miteinander fängt im Kleinen an: ein offenes Ohr für jemanden haben, dem es nicht gut geht, einer älteren Person im Bus den Platz anbieten, Konflikte im Straßenverkehr mit gewaltfreier Kommunikation lösen... achtet heute einmal mehr darauf!   #InternationalerWeltfriedenstag #politischeLösungen #keineWaffen #wegmitKrieg",Photo,2016-09-21 01:57:48,1.0,8.0,0.0,21,35
191341015013_10157506871275014,https://www.facebook.com/berlinertafel.ev/posts/10157506871275014:0,"BIO ZUM MITMACHEN  Zum Weltkindertag am 18.09 gibt es wieder ein großes Fest am Potsdamer Platz. Unter dem Motto ""Bio mit allen Sinnen erleben"" wird dort das BioFest gefeiert. Ganz nach dem Motto veranstalten unsere KIMBA Köche Lukas und Timo zwei Kochshows, bei denen alle Sinne angesprochen werden: 13:25 - 14:00 Fingerfood mal anders 16:00 - 16:40 koreanisches Sushi Kinder aus dem Publikum können  sehr gerne mitmachen, also kommt vorbei und genießt die Show!  Weitere Informationen: www.bio-berlin-brandenburg.de  #BrandenburgerBioFest #KIMBA",Photo,2016-09-16 10:00:01,1.0,7.0,0.0,25,29
191341015013_10157511786260014,https://www.facebook.com/berlinertafel.ev/posts/10157511786260014:0,"WIR TRAUERN UM UWE KOSCHE  So kannte man unseren Uwe: immer mit einem Pott Kaffee in der Hand!  Unser langjähriger Ehrenamtlicher ist im Alter von 66 Jahren verstorben. Hinter der harten Schale steckte ein sensibler Mensch, der unermüdlich mit anpackte.  Wir werden Dich sehr vermissen und danken Dir von <3-en für Dein großartiges Engagement!  http://bit.ly/2cTp9Ix",Photo,2016-09-16 04:18:45,5.0,47.0,9.0,169,281
191341015013_10157503055225014,https://www.facebook.com/berlinertafel.ev/posts/10157503055225014:0,"KAROTTENOPA  Hier mal wieder eine unserer ""Ugly Vegetables""-Kreationen... unsere Bundesfreiwillige Christina hat aus einer krummen Karotte einfach mal einen ""Karottenopa"" gemacht.",Photo,2016-09-14 05:11:08,,7.0,2.0,24,34
191341015013_10157498421965014,https://www.facebook.com/berlinertafel.ev/posts/10157498421965014:0,"FASHION MEETS FRUIT (AND VEG)!  Ein riesiges Dankeschön an das Brand Solutions Team von Zalando, dem Online-Versandhändler für Mode, das uns gestern fleißig beim Obst- und Gemüsesortieren unterstützt hat. Es war ein Vergnügen sie für den Tag begrüßen zu dürfen und ihre positive Energie war im ganzen Haus zu spüren. Rock 'n' roll Brand Solutions!  A huge thank you to the Brand Solutions Team from Zalando, the e-commerce site for fashion, who supported us yesterday by diligently sorting fruits and vegetables. It was a pleasure to welcome them for the day and their positive energy was felt throughout the house. Rock 'n' roll Brand Solutions!",Photo,2016-09-13 04:21:02,2.0,17.0,0.0,76,158
191341015013_10157493874820014,https://www.facebook.com/berlinertafel.ev/posts/10157493874820014,"PRAKTIKUMSSTELLE FREI  Wir suchen einen aufgeschlossenen Menschen, der Lust hat, für die Berliner Tafel e.V. im Rahmen eines Praktikums in verschiedenen Fundraising-Projekten mitzuarbeiten.  Hier findet ihr die ausführliche Stellenausschreibung: http://bit.ly/1S4cKRn",Link,2016-09-12 05:35:22,4.0,10.0,2.0,40,47
191341015013_10157493397865014,https://www.facebook.com/berlinertafel.ev/posts/10157493397865014,Berliner Tafel e.V.s Titelbild,Photo,2016-09-12 02:17:58,1.0,10.0,0.0,15,23
191341015013_10157478283410014,https://www.facebook.com/berlinertafel.ev/posts/10157478283410014,"WIE ISST BERLIN IN ZUKUNFT ?  Heute ist es wieder so weit und der Ernährungsrat Berlin tagt. Wer wissen will, wie Berlins Politiker sich bei einer Podiumsdiskussion zum Thema ernährungspolitische Positionen in den Wahlprogrammen schlagen, sollte das nicht verpassen! Wo: Markthalle Neun, Eisenbahnstr. 42–43 10997  Wann: 16 - 18 Uhr http://bit.ly/2cbMhkN",Status,2016-09-09 02:22:12,,2.0,0.0,3,4
191341015013_10157473592490014,https://www.facebook.com/berlinertafel.ev/posts/10157473592490014:0,"FREIE FAHRT MIT PLAN  Damit unsere KIMBA Köche mit dem KIMBAmobil auch immer den richtigen Weg finden, haben wir von der Firma NAVI-RENT-SHOP ein Navigationsgerät gespendet bekommen. Vielen Dank dafür! So sind wir noch sicherer auf Berlins Straßen unterwegs.",Photo,2016-09-08 02:05:48,3.0,15.0,2.0,33,47
191341015013_10157469084235014,https://www.facebook.com/berlinertafel.ev/posts/10157469084235014:0,"ZUM ERNTEDANKFEST AN ANDERE DENKEN  Ab Morgen, den 08.09.2016, startet die Aktion ""Eins Mehr!"", bei der Ehrenamtliche bis zum 23.09.2016 in 34 Berliner Supermärkten zusätzlich gekaufte Lebensmittel entgegen nehmen. Die Lebensmittel werden über die LAIB und SEELE Ausgabestellen an Bedürftige verteilt. Schaut einfach mal nach, ob ein Supermarkt in eurer Nähe dabei ist:http://bit.ly/1topsLL",Photo,2016-09-07 03:35:01,9.0,37.0,4.0,74,95
191341015013_10157459373135014,https://www.facebook.com/berlinertafel.ev/posts/10157459373135014,"SCHULTÜTEN ZUM 40. GEBURTSTAG  Schultüten für Willkommensklassen – das haben sich drei Freunde zum 40. Geburtstag von ihren Gästen gewünscht. Der Erfolg war enorm: bei der gemeinsamen Feier der drei Geburtstagskinder am vergangenen Samstag konnte die Berliner Tafel 130 gespendete Schultüten in Empfang nehmen.  <3-lichen Dank an Lydia Lippold, Mario Katscher-Iasiello und Christian Kindler für diese wundervolle Idee und an deren Gäste, die die Tüten liebevoll bepackt haben!  http://bit.ly/2c61KWd",Photo,2016-09-05 04:01:19,15.0,205.0,18.0,431,696
191341015013_10157438506210014,https://www.facebook.com/berlinertafel.ev/posts/10157438506210014:0,FOODIES MET UP!  Heute überreichten uns Anne und Sandra von Foodie Meetup Berlin einen Scheck in Höhe von 600 €.  Am 06. August feierten sie ihren ersten Geburstag und veranstalteten eine Tombola zu Gunsten der Berliner Tafel. Ein herzliches Dankeschön an die Veranstalter und Gäste! Wir freuen uns auf ein weiteres Jahr mit den Foodies!,Photo,2016-09-01 06:00:01,,6.0,0.0,25,39
191341015013_10157438376350014,https://www.facebook.com/berlinertafel.ev/posts/10157438376350014:0,Hai Herbst!  Der Sommer 2016 ist - zumindest für die Wetterfrösche - vorbei. Am heutigen 1. September ist meteorologischer Herbstanfang. Zum Glück herrschen draußen doch noch sommerliche Temperaturen.  Unser Hai ist übrigens aus einer etwas lustig gewachsenen Kartoffel entstanden...,Photo,2016-09-01 02:23:44,1.0,5.0,1.0,23,35
191341015013_10157438328710014,https://www.facebook.com/berlinertafel.ev/posts/10157438328710014,Berliner Tafel e.V.s Titelbild,Photo,2016-09-01 02:15:16,,3.0,0.0,15,32
191341015013_10157438292770014,https://www.facebook.com/berlinertafel.ev/posts/10157438292770014:0,"GEMÜSE DES MONATS SEPTEMBER  Der Kürbis kann ca. 800 Sorten vorweisen, die jedoch nicht alle essbar sind. Vor mehreren Tausend Jahren entdeckten die Menschen in Mittel- und Südamerika dieses Gemüse für sich. Dabei gilt auch heute noch: je kräftiger die Farbe, desto vitaminreicher und geschmacksintensiver ist er. Und dabei auch noch so gesund! Ein Kürbis besteht zu 90 Prozent aus Wasser, enthält wenig Fett, Kohlenhydrate und Eiweiß.  Fotoquelle:shutterstock.com",Photo,2016-09-01 02:01:11,1.0,3.0,1.0,26,35
191341015013_10157427034125014,https://www.facebook.com/berlinertafel.ev/posts/10157427034125014,"WAS FÜR EIN NETTER ZUG  Ein <3-liches Dankeschön an den Zug der Liebe! Nicht nur, dass wir dieses Jahr erstmalig auf mehreren Wagen vertreten sein konnten, nun haben sie unsere Arbeit auch noch mit 250 € unterstützt.",Photo,2016-08-30 02:14:13,3.0,98.0,1.0,58,71
191341015013_10157422311140014,https://www.facebook.com/berlinertafel.ev/posts/10157422311140014,"SONNE, SOUND und SCHLEMMEREIEN   Am vergangenen Freitag konnten wir DANKE sagen an all unsere fleißigen Helferinnen und Helfer, die uns bei unserer Arbeit mit vollem Einsatz unterstützen! Unser Logistik-Chef grillte unermüdlich trotz 35 Grad, das KIMBA-Team zauberte uns ein grandioses Buffet und DJ Martin Progan sorgte für Hörgenuß.  Es war ein wunderbarer Abend mit euch <3. Ein herzliches Dankeschön an alle Sponsoren, die dieses Fest möglich machten.",Photo,2016-08-29 05:22:06,4.0,40.0,4.0,93,197
191341015013_10157402495545014,https://www.facebook.com/berlinertafel.ev/posts/10157402495545014:0,"Viva l'Italia!!  Ein herzliches Dank an Sofia und Beatrice, unsere Praktikantinnen aus Italien, die wochenlang für uns in allen Ecken geackert haben, um unsere Mission zu unterstützen.  Ciao Mädels und grüßt uns Venedig und Milano! <3 - - - - - - - - - - - - - - - - <3 - - - - - - - - - - - - - <3 - - - - - - - - - - - - - - - - -   A heartfelt thanks to Sofia and Beatrice, our interns from Italy, who spent weeks helping out in every corner of the operation in support of our mission.  Ciao Girls and cheers to Venice and Milan!",Photo,2016-08-25 04:05:49,2.0,22.0,1.0,42,83
191341015013_10157387766610014,https://www.facebook.com/berlinertafel.ev/posts/10157387766610014,"Herzlichen Dank an alle, die diese wunderbare Aktion möglich gemacht haben!",SharedVideo,2016-08-22 00:16:46,,155.0,6.0,316,422
191341015013_10157374271190014,https://www.facebook.com/berlinertafel.ev/posts/10157374271190014,Unser Obst und Gemüse ist das Sportlichste!,Photo,2016-08-19 05:38:56,1.0,9.0,1.0,13,21
191341015013_10157364880515014,https://www.facebook.com/berlinertafel.ev/posts/10157364880515014:0,"99 LUFTBALLONS   ...und noch viele mehr spendete uns freundlicherweise die Firma ""Festdekoration24"" für unsere Wagendekoration beim Zug der Liebe und für unser Sommerfest. Die Ballons sehen klasse aus! <3-lichen Dank für diese tolle Deko!",Photo,2016-08-17 05:29:36,,7.0,0.0,28,42
191341015013_10157364644465014,https://www.facebook.com/berlinertafel.ev/posts/10157364644465014,AUSGEQUETSCHT,Link,2016-08-17 04:01:04,,9.0,0.0,9,10
191341015013_10157360411755014,https://www.facebook.com/berlinertafel.ev/posts/10157360411755014,Wer hat Interesse an einem polnischen Kochabend? Jetzt noch schnell anmelden!,Link,2016-08-16 05:50:43,,5.0,0.0,24,26
191341015013_10157326817245014,https://www.facebook.com/berlinertafel.ev/posts/10157326817245014:0,"Wir danken der Firma ""Radeberger Bilderrahmen GmbH"" herzlich für die Spende einiger Bilderrahmen.",Photo,2016-08-16 04:16:06,,6.0,0.0,26,33
191341015013_10157355695400014,https://www.facebook.com/berlinertafel.ev/posts/10157355695400014,"SAMMELN, SORTIEREN....SUSHI!  Unser Praktikant Ko Fukatsu kam nach seinem Studium  an der Uni Wuppertal zur Berliner Tafel und half zwei Wochen unermüdlich beim Sammeln, Sortieren, Ausliefern und Ausgeben! Nun ist er leider nach Japan zurückgekehrt, vorher hat er uns aber seine Sushigeheimnisse verraten. Herzlichen Dank für alles und alles Gute für dich, Ko! いろいろとありがとうございました, Ko。すべてのベスト, 全てのベスト",Photo,2016-08-15 05:42:06,3.0,83.0,2.0,245,311
191341015013_10157331879575014,https://www.facebook.com/berlinertafel.ev/posts/10157331879575014:0,"GERMANY MEETS POLAND MEETS UKRAINE  Unsere Woche begann aufregend, als wir eine Gruppe junger Menschen aus Deutschland, Polen und der Ukraine begrüßen konnten, die zur Jugendorganisation Hoch3 gehören. Die Jugendlichen erkundeten nicht nur unsere wunderschöne Stadt, sondern interessierten sich auch für Kultur und Politik.  Vielen Dank für den Besuch! Bardzo dziękuję! Schtschyro djakuju!  _________________________________________________________  It was a thrill to start the week by welcoming a group of thoughtful young people from Germany, Poland and Ukraine who belong to the Hoch3 youth organization.They participated in a Berlin program this summer that explores our great city, focusing not only on culture but politics as well.  Many thanks for the visit! Bardzo dziękuję! Schtschyro djakuju!",Photo,2016-08-12 02:14:37,9.0,50.0,0.0,155,348
191341015013_10157327115520014,https://www.facebook.com/berlinertafel.ev/posts/10157327115520014:0,AUCH WIR LIEBEN LEBENSMITTEL  Unsere schönste Kartoffel des Tages wollen wir euch nicht vorenthalten:,Photo,2016-08-09 04:54:55,1.0,5.0,0.0,32,40
191341015013_10157322057250014,https://www.facebook.com/berlinertafel.ev/posts/10157322057250014:0,"GEBURTSTAG GANZ IN WEIß UND FÜR DEN GUTEN ZWECK  Am Samstag feierte Foodie Meetup Berlin seinen ersten Geburstag unter dem Motto ""en blanc"" und wir waren dabei. Ein herzliches Dankeschön an die Veranstalter und Gäste, die bei der Tombola zu Gunsten der Berliner Tafel 600 Euro spendeten. Wir freuen uns auf ein weiteres Jahr mit den Foodies!",Photo,2016-08-08 05:26:02,1.0,9.0,0.0,34,45
191341015013_10157303531045014,https://www.facebook.com/berlinertafel.ev/posts/10157303531045014:0,"MEETING ON A JET PLANE!  Am Dienstag erwarteten wir mit großer Vorfreude die Ankunft unserer nächsten Praktikantin aus Taiwan, Helen, die uns in einem fünfwöchigen Freiwilligendienst unterstützen wird. Was für eine schöne Überraschung war es, als sie uns ihre neue Freundin, Hanji, die sie im Flugzeug kennengelernt hatte, vorstellte. Umso größer war unsere Freude als Helen uns erklärte Hanji würde, bevor sie zu einem Freiwilligenprojekt in Bayern weiterreist, einige Tage bei uns mithelfen.  Ein riesiges Dankeschön an die beiden Mädels für ihre positive Energie und ""can-do"" Haltung, die sie zur Beusselstrasse gebracht haben! 多谢!  On Tuesday, it was with great anticipation that we awaited our next intern, Helen, who was flying in from Taiwan to spend five weeks volunteering with us. What a pleasant surprise it was to discover that she had a made friend, Hanji, on the plane who also wanted to help us out for a few days before heading off to a volunteer project in Bavaria.  A huge thanks to both girls for the positive energy and can-do spirit they have both brought to Beusselstraße! 多谢!",Photo,2016-08-05 01:23:06,4.0,35.0,1.0,62,83
191341015013_10157303463150014,https://www.facebook.com/berlinertafel.ev/posts/10157303463150014:0,TOP BEWERTUNG  Unter dem Banner ihres Volunteer Days besuchten uns heute 5 Mitarbeiterinnen von Ebay und packten tatkräftig mit an. Wir danken für die tolle Hilfe beim Sortieren und würden uns über ein Wiedersehen freuen!,Photo,2016-08-04 05:07:56,5.0,92.0,1.0,131,223
191341015013_10157288540785014,https://www.facebook.com/berlinertafel.ev/posts/10157288540785014:0,"GEMÜSE DES MONATS AUGUST  Die Aubergine stammt ursprünglich aus Indien, wird aber heute wegen ihrer Einsatzmöglichkeiten in der mediterranen Küche in aller Welt verwendet. Das lila Gemüse enthält viel Vitamin C, B1, B2 und Folsäure und ist auch noch sehr kalorienarm. Falls Ihr noch keinen Verwendungszweck für das super Gemüse habt, versucht es doch einfach mit einem leckeren Ratatouille.",Photo,2016-08-02 08:04:00,1.0,9.0,1.0,37,45
191341015013_10157288521515014,https://www.facebook.com/berlinertafel.ev/posts/10157288521515014,ZUG DER LIEBE  Raven für eine bessere Gesellschaft - wir waren dabei! Es war großartig. Herzlichen Dank an alle UnterstützerInnen #zugderliebe #sozialesengagement,Photo,2016-08-01 00:43:43,3.0,29.0,0.0,62,93
191341015013_10157274554905014,https://www.facebook.com/berlinertafel.ev/posts/10157274554905014:0,"ZUG DER LIEBE  Unter dem Motto „Mehr Mitgefühl, mehr Nächstenliebe und soziales Engagement“ zieht die Berliner Tafel e.V. am Samstag, den 30. Juli 2016 mit dem Zug der Liebe durch die Hauptstadt.  Die Veranstaltung beginnt um 12.30 Uhr mit einer Kundgebung an der Karl-Marx-Allee 7, an der auch Sabine Werth als Rednerin auftreten wird. Ab 14 Uhr zieht der Zug der Liebe bis zum Abend mit rund 20 Musikwagen durch die Stadt.  http://bit.ly/1ORiQQI  #ZugderLiebe #Frieden #Toleranz #wirsinddabei",Photo,2016-07-29 02:12:21,4.0,12.0,0.0,59,76
191341015013_10157266193695014,https://www.facebook.com/berlinertafel.ev/posts/10157266193695014,"STELLENANGEBOTE  Wir sind auf der Suche nach Unterstützung für unser Team. Neue Stellen sind Bundesfreiwillige/r für den Bereich IT/Systemadministration und Koordinator/-in für LAIB und SEELE. Wenn ihr Interesse habt, findet ihr weitere Infos hier:",Link,2016-07-27 04:27:13,2.0,8.0,0.0,31,36
191341015013_10157262063620014,https://www.facebook.com/berlinertafel.ev/posts/10157262063620014,"SUPPENTOPF  Ein <3-liches Dankeschön an alle Restaurants und Kantinen, die sich vergangenen Winter an der Aktion SUPPE MIT SINN beteiligt haben. Es kamen insgesamt 15.219,08 Euro im Topf zusammen.   Unser Fundraiser Achim Karatas hat die Urkunden den ersten Restaurants persönlich übergeben und sich im Namen des gesamten Berliner Tafel Teams bedankt.  Die Aktion SUPPE MIT SINN findet immer vom 1. Dezember bis zum 29. Februar statt.  Hier könnt ihr sehen, wer bei der vergangenen Aktion noch alles beteiligt war:  http://bit.ly/1sABmrr  #danke #suppemitsinn #BerlinerTafel #Spendenaktion",Photo,2016-07-26 04:54:26,5.0,59.0,2.0,162,234
191341015013_10157244557460014,https://www.facebook.com/berlinertafel.ev/posts/10157244557460014,Wir freuen uns!!!,Photo,2016-07-22 05:06:52,,43.0,5.0,141,219
191341015013_10157239994625014,https://www.facebook.com/berlinertafel.ev/posts/10157239994625014:0,"SOMMER, SONNE UND GUTES ESSEN  Am 30.07 findet in Wedding ein interkulturelles Sommerfest statt, bei dem unser KIMBA Koch Lukas tatkräftig mitmacht. Für das kulinarische Wohl ist mit 5 Kochteams aus verschiedenen Ländern bestens gesorgt. Eine Kinderbetreuung vor Ort sowie Live Musik runden das Fest ab.   Kommt doch vorbei!",Photo,2016-07-21 05:00:00,6.0,14.0,0.0,32,53
191341015013_10157236025200014,https://www.facebook.com/berlinertafel.ev/posts/10157236025200014:0,"ECHTE HANDARBEIT  Wieder einmal hatten wir netten Besuch bei uns im Haus. Die freundlichen Mitarbeiterinnen und Mitarbeiter von Etsy nutzten gestern, den 20.07, die Möglichkeit zu zeigen wie tatkräftig sie im Sortierlager mitanpacken können. Wir danken unseren tollen Besuchern und freuen uns auf das nächste Mal.",Photo,2016-07-21 00:34:01,,11.0,0.0,34,52
191341015013_10157236007425014,https://www.facebook.com/berlinertafel.ev/posts/10157236007425014:0,"¡MUCHAS GRACIAS!  Gestern, 19.07.2016, besuchte uns der Spanisch Leistungskurs der Werner-von-Siemens-Oberschule. Sie halfen fleißig bei uns im Sortierlager mit. Wir danken für die tolle Unterstützung und würden uns über ein Wiedersehen freuen!",Photo,2016-07-20 04:34:50,,7.0,0.0,26,35
191341015013_10157231745445014,https://www.facebook.com/berlinertafel.ev/posts/10157231745445014:0,"Immoscout in the House!  Ein riesiger Dank an die Immobilien Scout Truppe, die uns bei ihrem jährlichen Social Day beim Lebensmittelsortieren unterstützt hat. Seit Jahren helfen sie uns in verschiedenen Bereichen und es ist immer ein großes Vergnügen eine solch positive, fleißige Gruppe begrüßen zu dürfen!  Alles Gute Immoscout und bis zum nächsten Mal! _____________________________________________________  A huge thank you to the crew from Immobilien Scout that came out to support us by sorting food for their annual Social Day. For so many years they have been helping us in various capacities and it is always a major pleasure to welcome such a positive, industrious group!  All the best Immoscout and see you next time!",Photo,2016-07-19 04:41:26,2.0,26.0,0.0,77,147
191341015013_10157227533160014,https://www.facebook.com/berlinertafel.ev/posts/10157227533160014,"ZIEHE MIT BEIM ZUG DER LIEBE  Wir suchen noch helfende Hände bei unserer diesjährigen Teilnahme beim Zug der Liebe am 30.7.2016.  Diese Großdemonstration für mehr Mitgefühl, Nächstenliebe und soziales Engagement findet dieses Jahr zum zweiten Mal statt.  Die Musikwagen müssen aus Sicherheitsgründen mit einer Abstandsbanderole umgeben sein.  Das bedeutet 5 Personen in zwei Schichten (1. Schicht von 13-16:30 Uhr sowie 2. Schicht von 16:30-20 Uhr)  sind dafür verantwortlich, dass sprichwörtlich niemand unter die Räder kommt. Ihr werdet eindeutig erkennbar sein, mit Tafel T-Shirts und einer Armbinde mit der Aufschrift „Ordner“.  Wenn Ihr Euch angesprochen fühlt und Lust auf einen aufregenden und kommunikativen Einsatz habt, dann meldet Euch spätestens bis zum 23.7. bei uns telefonisch (782 74 14) oder per Mail (ehrenamt@berliner-tafel.de) an und bekommt dann alle weiteren Informationen.",Status,2016-07-18 05:54:24,1.0,8.0,0.0,25,28
191341015013_10157214224685014,https://www.facebook.com/berlinertafel.ev/posts/10157214224685014:0,"MODE UND MEHR   Ein <3-liches Dankeschön an asos, die uns durch einen Sample Sale eine Spende von 4.000 € zukommen lassen haben. Als Mitglied der Ethical Trading Initiative engagiert sich asos aktiv zur Verbesserung der Arbeitsbedingungen in den Zulieferbetrieben.",Photo,2016-07-15 06:13:27,,18.0,0.0,43,67
191341015013_10157213673270014,https://www.facebook.com/berlinertafel.ev/posts/10157213673270014,WIR SIND DABEI,Link,2016-07-15 02:53:45,,15.0,0.0,39,47
191341015013_10157199915050014,https://www.facebook.com/berlinertafel.ev/posts/10157199915050014:0,"GEMÜSE DES MONATS  Lauch, oder auch Porree, enthält bei 100g nur 35 Kalorien und ist somit ein sehr kalorienarmes Gemüse. Dazu enthält er viele Vitamine, wie Vitamin C und E, sowie Mineralstoffe, wie etwa Kalium und Natrium. Dem Lauch werden Cholesterin senkende Wirkungen zugeschrieben. Auch die Verdauung wird in Schwung gebracht, wie auch die Nieren- und Gallentätigkeit. Demnach ist Lauch ein perfektes Gemüse für empfindliche Mägen.",Photo,2016-07-12 03:42:46,,5.0,1.0,28,34
191341015013_10157174071180014,https://www.facebook.com/berlinertafel.ev/posts/10157174071180014:0,SINNVOLLES TUN  Zum Beispiel Küsse an die Liebsten verteilen am #TagdesKusses  Unsere gespendeten Karotten machen es jedenfalls schonmal vor! Nachahmungen empfohlen!,Photo,2016-07-06 01:43:15,1.0,10.0,0.0,23,34
191341015013_10157170894830014,https://www.facebook.com/berlinertafel.ev/posts/10157170894830014,Berliner Tafel e.V. hat Meet & Eat Berlins Foto geteilt.,Photo,2016-07-05 05:35:10,,5.0,1.0,4,4
191341015013_10157170342125014,https://www.facebook.com/berlinertafel.ev/posts/10157170342125014,BITTE ENTGIFTEN!!  http://bit.ly/29ss11i,Link,2016-07-05 00:26:19,1.0,4.0,0.0,46,53
191341015013_10157155955980014,https://www.facebook.com/berlinertafel.ev/posts/10157155955980014,Berliner Tafel e.V. hat KIMBAs Foto geteilt.,Photo,2016-07-01 05:46:18,,5.0,0.0,6,7
191341015013_10157152173445014,https://www.facebook.com/berlinertafel.ev/posts/10157152173445014:0,VOLLE FAHRT VORAUS  Für die Reparaturen im KIMBA-Mobil möchten wir uns ganz <3-lich bei der Firma Erstling aus Berlin bedanken!  Durch deren Spende kann das KIMBAmobil nun wieder zu seinen Einsätzen an Berliner Schulen fahren.,Photo,2016-06-30 05:06:24,4.0,22.0,4.0,71,152
191341015013_10157151947820014,https://www.facebook.com/berlinertafel.ev/posts/10157151947820014,gezeichnet von unserer talentierten BufDine Elli <3,Photo,2016-06-30 03:13:36,,6.0,0.0,16,32
191341015013_10157147699905014,https://www.facebook.com/berlinertafel.ev/posts/10157147699905014:0,FUHRPARK und LAIB UND SEELE SUCHT UNTERSTÜTZUNG  Zum Einsammeln und Ausliefern der gespendeten Lebensmittel suchen wir noch ehrenamtliche Fahrer/innen und Beifahrer/innen! Die ausführliche Tätigkeitsbeschreibung findet ihr hier:  http://bit.ly/292gyAo,Photo,2016-06-29 04:46:17,10.0,14.0,0.0,118,153
191341015013_10157143418180014,https://www.facebook.com/berlinertafel.ev/posts/10157143418180014:0,"DER MENSCH LEBT NICHT VOM BROT ALLEIN  Eine Spende von ca. 2600 Kinder- und Jugendbüchern gab es von der Stiftung Selbst.Los! Kulturstiftung Annelie und Wilfried Stascheit.  Diese werden an KIMBA , diverse soziale Einrichtungen und über die LAIB und SEELE weitergegeben.   Wir bedanken uns für diese fabelhafte Spende!  #kulturelleTeilhabe #Bücherfüralle",Photo,2016-06-28 07:00:01,,20.0,0.0,37,43
191341015013_10157143073130014,https://www.facebook.com/berlinertafel.ev/posts/10157143073130014,"AUFGEPASST! BufDi gesucht  Für den KIMBA-Bereich sucht die BERLINER TAFEL e.V. ab 01.08.2016 eine/n Bundesfreiwillige/n.  KIMBA sind Angebote der Berliner Tafel für Kinder und Jugendliche, die sich der Vermittlung von Kenntnissen der gesunden Ernährung widmen. Im KIMBAmobil, dem umgebauten Doppeldeckerbus, im KIMBAexpress, einem alten Eisenbahnwaggon sowie mit KIMBAschule finden altersgerechte Kochkurse statt, in denen Grundkenntnisse der vegetarischen Küche vermittelt werden.  Hier geht es zur Stellenausschreibung:  http://www.berliner-tafel.de/berliner-tafel/der-verein/stellenangebote/",Link,2016-06-28 02:23:15,3.0,5.0,0.0,33,48
